record_id,timestamp,device_id,employee_id,department,shift,scheduled_start,scheduled_end,event_type,fingerprint_id,fingerprint_match,authentication_time_ms,attempt_number,failed_attempt_count_session,enrollment_status,is_late,is_early_exit,device_status,device_health_score,wifi_rssi_dbm,system_uptime_hr,database_sync_status,alert_type,date,hour
8800,2026-07-13 14:03:16,GATE-01,E1056,Quality Control,Afternoon,14:00:00,22:00:00,Check-In,1056,Yes,327.5,1,0,Not Applicable,No,No,ONLINE,84.8,-52.6,323.054,SYNCED,No Alert,2026-07-13,14
8801,2026-07-13 14:04:40,GATE-02,E1033,Production,Morning,06:00:00,14:00:00,Check-Out,1033,Yes,394.1,1,0,Not Applicable,No,No,ONLINE,87.5,-62.7,323.078,SYNCED,No Alert,2026-07-13,14
8802,2026-07-13 14:06:07,GATE-02,E1027,Production,Afternoon,14:00:00,22:00:00,Check-In,1027,Yes,321.7,1,0,Not Applicable,No,No,ONLINE,88.3,-59.4,323.102,SYNCED,No Alert,2026-07-13,14
8803,2026-07-13 14:06:34,GATE-02,E1058,Maintenance,Morning,06:00:00,14:00:00,Check-Out,1058,Yes,373.8,1,0,Not Applicable,No,No,ONLINE,86.1,-58.4,323.11,SYNCED,No Alert,2026-07-13,14
8804,2026-07-13 14:08:38,GATE-01,E1029,Quality Control,Afternoon,14:00:00,22:00:00,Check-In,1029,Yes,377.0,1,0,Not Applicable,No,No,ONLINE,85.0,-45.5,323.144,SYNCED,No Alert,2026-07-13,14
8805,2026-07-13 14:10:18,GATE-02,UNVERIFIED,Unknown,Unknown,14:00:00,22:00:00,Check-In/Out Attempt,0,No,462.0,1,1,Not Applicable,No,No,ONLINE,86.3,-65.6,323.172,SYNCED,Unknown Fingerprint,2026-07-13,14
8806,2026-07-13 14:10:20,GATE-02,E1051,Maintenance,Afternoon,14:00:00,22:00:00,Check-In,1051,Yes,320.0,2,1,Not Applicable,Yes,No,ONLINE,84.9,-56.9,323.172,SYNCED,Late Arrival,2026-07-13,14
8807,2026-07-13 14:12:31,GATE-03,E1052,Security,Afternoon,14:00:00,22:00:00,Check-In,1052,Yes,347.9,1,0,Not Applicable,Yes,No,ONLINE,84.7,-69.0,323.209,SYNCED,Late Arrival,2026-07-13,14
8808,2026-07-13 14:14:56,GATE-02,E1016,Packing,Afternoon,14:00:00,22:00:00,Check-In,1016,Yes,400.0,1,0,Not Applicable,Yes,No,ONLINE,86.1,-65.7,323.249,SYNCED,Late Arrival,2026-07-13,14
8809,2026-07-13 14:16:11,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,441.0,1,0,Not Applicable,No,No,ONLINE,83.6,-44.6,323.27,SYNCED,No Alert,2026-07-13,14
8810,2026-07-13 14:16:54,GATE-02,E1037,Production,Morning,06:00:00,14:00:00,Check-Out,1037,Yes,388.4,1,0,Not Applicable,No,No,ONLINE,85.9,-63.6,323.282,SYNCED,No Alert,2026-07-13,14
8811,2026-07-13 14:18:25,GATE-01,E1053,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1053,Yes,379.2,1,0,Not Applicable,No,No,ONLINE,86.8,-47.5,323.307,SYNCED,No Alert,2026-07-13,14
8812,2026-07-13 14:27:51,HR-ENROLL-01,UNVERIFIED,Unknown,Unknown,Not Scheduled,Not Scheduled,Enrollment,0,No,999.9,1,0,FAILED,No,No,ONLINE,96.6,-46.5,1766.464,SYNCED,Unknown Fingerprint,2026-07-13,14
8813,2026-07-13 14:34:20,GATE-02,E1005,Production,Morning,06:00:00,14:00:00,Check-Out,1005,Yes,349.7,1,0,Not Applicable,No,No,ONLINE,86.2,-53.0,323.572,SYNCED,No Alert,2026-07-13,14
8814,2026-07-13 16:37:16,HR-ENROLL-01,E1076,Admin/HR,Unknown,Not Scheduled,Not Scheduled,Enrollment,1076,Yes,986.6,1,0,SUCCESS,No,No,ONLINE,98.0,-41.2,1768.621,SYNCED,No Alert,2026-07-13,16
8815,2026-07-13 18:17:48,GATE-01,E1004,Admin/HR,General,09:30:00,18:30:00,Check-Out,1004,Yes,228.6,1,0,Not Applicable,No,No,ONLINE,87.6,-51.6,327.297,SYNCED,No Alert,2026-07-13,18
8816,2026-07-13 18:33:24,GATE-01,E1055,Admin/HR,General,09:30:00,18:30:00,Check-Out,1055,Yes,331.1,1,0,Not Applicable,No,No,ONLINE,84.9,-43.1,327.557,SYNCED,No Alert,2026-07-13,18
8817,2026-07-13 18:40:36,GATE-01,E1014,Admin/HR,General,09:30:00,18:30:00,Check-Out,1014,Yes,272.9,1,0,Not Applicable,No,No,ONLINE,84.9,-42.6,327.677,SYNCED,No Alert,2026-07-13,18
8818,2026-07-13 18:51:29,GATE-01,E1030,Admin/HR,General,09:30:00,18:30:00,Check-Out,1030,Yes,374.1,1,0,Not Applicable,No,No,ONLINE,85.6,-50.3,327.858,SYNCED,No Alert,2026-07-13,18
8819,2026-07-13 18:53:50,GATE-02,UNVERIFIED,Unknown,Unknown,Not Scheduled,Not Scheduled,Unauthorized Attempt,0,No,606.1,1,0,Not Applicable,No,No,ONLINE,85.1,-58.9,327.897,SYNCED,Unknown Fingerprint,2026-07-13,18
8820,2026-07-13 18:56:56,GATE-01,E1034,Admin/HR,General,09:30:00,18:30:00,Check-Out,1034,Yes,321.6,1,0,Not Applicable,No,No,ONLINE,86.0,-53.1,327.949,SYNCED,No Alert,2026-07-13,18
8821,2026-07-13 21:32:15,GATE-02,E1047,Production,Night,22:00:00,06:00:00,Check-In,1047,Yes,325.2,1,0,Not Applicable,No,No,ONLINE,85.3,-59.6,330.538,SYNCED,No Alert,2026-07-13,21
8822,2026-07-13 21:32:17,GATE-02,E1044,Maintenance,Night,22:00:00,06:00:00,Check-In,1044,Yes,346.8,1,0,Not Applicable,No,No,ONLINE,86.8,-60.6,330.538,SYNCED,No Alert,2026-07-13,21
8823,2026-07-13 21:34:03,GATE-02,UNVERIFIED,Unknown,Unknown,22:00:00,06:00:00,Check-In/Out Attempt,0,No,373.8,1,1,Not Applicable,No,No,ONLINE,84.9,-61.7,330.568,SYNCED,Unknown Fingerprint,2026-07-13,21
8824,2026-07-13 21:34:05,GATE-02,E1023,Packing,Night,22:00:00,06:00:00,Check-In,1023,Yes,385.0,2,1,Not Applicable,No,No,ONLINE,84.6,-58.5,330.568,SYNCED,No Alert,2026-07-13,21
8825,2026-07-13 21:36:13,GATE-03,E1007,Warehouse,Night,22:00:00,06:00:00,Check-In,1007,Yes,355.8,1,0,Not Applicable,No,No,ONLINE,83.6,-77.2,330.604,SYNCED,No Alert,2026-07-13,21
8826,2026-07-13 21:39:35,GATE-02,UNVERIFIED,Unknown,Unknown,14:00:00,22:00:00,Check-In/Out Attempt,0,No,492.2,1,1,Not Applicable,No,No,ONLINE,84.1,-52.5,330.66,SYNCED,Unknown Fingerprint,2026-07-13,21
8827,2026-07-13 21:39:38,GATE-02,E1031,Maintenance,Afternoon,14:00:00,22:00:00,Check-Out,1031,Yes,437.2,2,1,Not Applicable,No,Yes,ONLINE,85.0,-58.9,330.661,SYNCED,Early Exit,2026-07-13,21
8828,2026-07-13 21:41:13,GATE-03,E1038,Warehouse,Night,22:00:00,06:00:00,Check-In,1038,Yes,238.7,1,0,Not Applicable,No,No,ONLINE,85.0,-74.5,330.687,SYNCED,No Alert,2026-07-13,21
8829,2026-07-13 21:42:19,GATE-02,E1054,Production,Afternoon,14:00:00,22:00:00,Check-Out,1054,Yes,358.8,1,0,Not Applicable,No,Yes,ONLINE,85.3,-59.6,330.705,SYNCED,Early Exit,2026-07-13,21
8830,2026-07-13 21:43:32,GATE-02,E1012,Packing,Night,22:00:00,06:00:00,Check-In,1012,Yes,401.6,1,0,Not Applicable,No,No,ONLINE,87.1,-59.9,330.726,SYNCED,No Alert,2026-07-13,21
8831,2026-07-13 21:48:15,GATE-02,E1016,Packing,Afternoon,14:00:00,22:00:00,Check-Out,1016,Yes,311.6,1,0,Not Applicable,No,No,ONLINE,83.3,-64.3,330.804,SYNCED,No Alert,2026-07-13,21
8832,2026-07-13 21:48:31,GATE-01,E1039,Quality Control,Afternoon,14:00:00,22:00:00,Check-Out,1039,Yes,375.0,1,0,Not Applicable,No,No,ONLINE,85.7,-49.9,330.809,SYNCED,No Alert,2026-07-13,21
8833,2026-07-13 21:50:34,GATE-02,E1010,Production,Night,22:00:00,06:00:00,Check-In,1010,Yes,272.4,1,0,Not Applicable,No,No,ONLINE,88.2,-59.6,330.843,SYNCED,No Alert,2026-07-13,21
8834,2026-07-13 21:53:11,GATE-02,E1036,Production,Night,22:00:00,06:00:00,Check-In,1036,Yes,427.3,1,0,Not Applicable,No,No,ONLINE,84.9,-70.0,330.887,SYNCED,No Alert,2026-07-13,21
8835,2026-07-13 21:53:25,GATE-02,E1057,Packing,Night,22:00:00,06:00:00,Check-In,1057,Yes,348.0,1,0,Not Applicable,No,No,ONLINE,87.6,-56.7,330.89,SYNCED,No Alert,2026-07-13,21
8836,2026-07-13 21:56:29,GATE-01,E1048,Security,Afternoon,14:00:00,22:00:00,Check-Out,1048,Yes,300.7,1,0,Not Applicable,No,No,ONLINE,84.7,-50.9,330.941,SYNCED,No Alert,2026-07-13,21
8837,2026-07-13 21:59:06,GATE-02,E1043,Production,Afternoon,14:00:00,22:00:00,Check-Out,1043,Yes,319.6,1,0,Not Applicable,No,No,ONLINE,88.1,-53.1,330.985,SYNCED,No Alert,2026-07-13,21
8838,2026-07-13 21:59:20,GATE-02,E1024,Production,Night,22:00:00,06:00:00,Check-In,1024,Yes,401.3,1,0,Not Applicable,No,No,ONLINE,86.8,-56.2,330.989,SYNCED,No Alert,2026-07-13,21
8839,2026-07-13 22:02:59,GATE-03,E1019,Security,Night,22:00:00,06:00:00,Check-In,1019,Yes,408.0,1,0,Not Applicable,No,No,ONLINE,84.7,-71.7,331.05,SYNCED,No Alert,2026-07-13,22
8840,2026-07-13 22:03:17,GATE-01,E1017,Quality Control,Afternoon,14:00:00,22:00:00,Check-Out,1017,Yes,300.6,1,0,Not Applicable,No,No,ONLINE,85.0,-53.4,331.055,SYNCED,No Alert,2026-07-13,22
8841,2026-07-13 22:03:55,GATE-02,E1006,Production,Night,22:00:00,06:00:00,Check-In,1006,Yes,308.9,1,0,Not Applicable,No,No,ONLINE,85.7,-60.8,331.065,SYNCED,No Alert,2026-07-13,22
8842,2026-07-13 22:04:45,GATE-02,E1049,Production,Night,22:00:00,06:00:00,Check-In,1049,Yes,265.9,1,0,Not Applicable,No,No,ONLINE,84.6,-56.4,331.079,SYNCED,No Alert,2026-07-13,22
8843,2026-07-13 22:04:49,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-Out,1009,Yes,313.7,1,0,Not Applicable,No,No,ONLINE,85.8,-74.2,331.08,SYNCED,No Alert,2026-07-13,22
8844,2026-07-13 22:04:58,GATE-02,E1022,Production,Night,22:00:00,06:00:00,Check-In,1022,Yes,290.4,1,0,Not Applicable,No,No,ONLINE,84.3,-56.8,331.083,SYNCED,No Alert,2026-07-13,22
8845,2026-07-13 22:05:20,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-Out,1041,Yes,328.6,1,0,Not Applicable,No,No,ONLINE,84.4,-63.2,331.089,SYNCED,No Alert,2026-07-13,22
8846,2026-07-13 22:05:48,GATE-02,E1018,Production,Afternoon,14:00:00,22:00:00,Check-Out,1018,Yes,347.1,1,0,Not Applicable,No,No,ONLINE,86.1,-60.4,331.097,SYNCED,No Alert,2026-07-13,22
8847,2026-07-13 22:06:09,GATE-02,E1013,Security,Night,22:00:00,06:00:00,Check-In,1013,Yes,344.8,1,0,Not Applicable,No,No,ONLINE,86.0,-57.7,331.103,SYNCED,No Alert,2026-07-13,22
8848,2026-07-13 22:06:34,GATE-03,E1046,Warehouse,Night,22:00:00,06:00:00,Check-In,1046,Yes,360.6,1,0,Not Applicable,No,No,ONLINE,84.1,-65.6,331.11,SYNCED,No Alert,2026-07-13,22
8849,2026-07-13 22:10:55,GATE-02,E1025,Production,Night,22:00:00,06:00:00,Check-In,1025,Yes,356.0,1,0,Not Applicable,Yes,No,ONLINE,86.0,-62.4,331.182,SYNCED,Late Arrival,2026-07-13,22
8850,2026-07-13 22:13:23,GATE-02,E1035,Packing,Night,22:00:00,06:00:00,Check-In,1035,Yes,320.2,1,0,Not Applicable,Yes,No,ONLINE,83.9,-56.4,331.223,SYNCED,Late Arrival,2026-07-13,22
8851,2026-07-13 22:14:36,GATE-02,E1051,Maintenance,Afternoon,14:00:00,22:00:00,Check-Out,1051,Yes,382.2,1,0,Not Applicable,No,No,ONLINE,88.0,-62.8,331.243,SYNCED,No Alert,2026-07-13,22
8852,2026-07-13 22:15:19,GATE-02,E1021,Production,Afternoon,14:00:00,22:00:00,Check-Out,1021,Yes,237.4,1,0,Not Applicable,No,No,ONLINE,85.2,-61.9,331.255,SYNCED,No Alert,2026-07-13,22
8853,2026-07-13 22:16:20,GATE-02,E1020,Production,Night,22:00:00,06:00:00,Check-In,1020,Yes,341.3,1,0,Not Applicable,Yes,No,ONLINE,85.1,-53.5,331.272,SYNCED,Late Arrival,2026-07-13,22
8854,2026-07-13 22:18:16,GATE-03,E1002,Warehouse,Afternoon,14:00:00,22:00:00,Check-Out,1002,Yes,316.7,1,0,Not Applicable,No,No,ONLINE,86.2,-65.9,331.305,SYNCED,No Alert,2026-07-13,22
8855,2026-07-13 22:18:40,GATE-01,UNVERIFIED,Unknown,Unknown,14:00:00,22:00:00,Check-In/Out Attempt,0,No,505.3,1,1,Not Applicable,No,No,ONLINE,86.6,-50.3,331.311,SYNCED,Unknown Fingerprint,2026-07-13,22
8856,2026-07-13 22:18:42,GATE-01,E1056,Quality Control,Afternoon,14:00:00,22:00:00,Check-Out,1056,Yes,327.1,2,1,Not Applicable,No,No,ONLINE,85.6,-43.3,331.312,SYNCED,No Alert,2026-07-13,22
8857,2026-07-13 22:18:59,GATE-01,E1029,Quality Control,Afternoon,14:00:00,22:00:00,Check-Out,1029,Yes,328.7,1,0,Not Applicable,No,No,ONLINE,85.0,-49.3,331.317,SYNCED,No Alert,2026-07-13,22
8858,2026-07-13 22:22:30,GATE-02,E1001,Production,Night,22:00:00,06:00:00,Check-In,1001,Yes,298.5,1,0,Not Applicable,Yes,No,ONLINE,86.2,-62.7,331.375,SYNCED,Late Arrival,2026-07-13,22
8859,2026-07-13 22:36:50,GATE-03,E1052,Security,Afternoon,14:00:00,22:00:00,Check-Out,1052,Yes,211.3,1,0,Not Applicable,No,No,ONLINE,86.9,-67.4,331.614,SYNCED,No Alert,2026-07-13,22
8860,2026-07-13 22:42:23,GATE-02,E1027,Production,Afternoon,14:00:00,22:00:00,Check-Out,1027,Yes,445.4,1,0,Not Applicable,No,No,ONLINE,83.6,-57.0,331.707,SYNCED,No Alert,2026-07-13,22
8861,2026-07-13 22:42:54,GATE-02,E1003,Production,Afternoon,14:00:00,22:00:00,Check-Out,1003,Yes,330.5,1,0,Not Applicable,No,No,ONLINE,85.5,-59.3,331.715,SYNCED,No Alert,2026-07-13,22
8862,2026-07-13 22:44:06,GATE-01,E1032,Quality Control,Afternoon,14:00:00,22:00:00,Check-Out,1032,Yes,338.5,1,0,Not Applicable,No,No,ONLINE,85.2,-45.0,331.735,SYNCED,No Alert,2026-07-13,22
8863,2026-07-14 03:13:15,GATE-03,UNVERIFIED,Unknown,Unknown,Not Scheduled,Not Scheduled,Unauthorized Attempt,0,No,707.9,1,0,Not Applicable,No,No,ONLINE,85.3,-71.4,336.221,SYNCED,Unknown Fingerprint,2026-07-14,3
8864,2026-07-14 05:32:55,GATE-02,E1047,Production,Night,22:00:00,06:00:00,Check-Out,1047,Yes,298.2,1,0,Not Applicable,No,Yes,ONLINE,85.3,-62.2,0.624,SYNCED,Early Exit,2026-07-14,5
8865,2026-07-14 05:36:51,GATE-02,E1015,Production,Morning,06:00:00,14:00:00,Check-In,1015,Yes,313.0,1,0,Not Applicable,No,No,ONLINE,86.8,-54.6,0.689,SYNCED,No Alert,2026-07-14,5
8866,2026-07-14 05:40:54,GATE-01,E1050,Quality Control,Morning,06:00:00,14:00:00,Check-In,1050,Yes,349.9,1,0,Not Applicable,No,No,ONLINE,84.9,-44.6,338.682,SYNCED,No Alert,2026-07-14,5
8867,2026-07-14 05:41:11,GATE-02,E1035,Packing,Night,22:00:00,06:00:00,Check-Out,1035,Yes,250.8,1,0,Not Applicable,No,Yes,ONLINE,85.4,-58.6,0.761,SYNCED,Early Exit,2026-07-14,5
8868,2026-07-14 05:41:30,GATE-03,E1046,Warehouse,Night,22:00:00,06:00:00,Check-Out,1046,Yes,364.2,1,0,Not Applicable,No,Yes,ONLINE,87.7,-73.7,338.692,SYNCED,Early Exit,2026-07-14,5
8869,2026-07-14 05:42:41,GATE-02,E1060,Packing,Morning,06:00:00,14:00:00,Check-In,1060,Yes,360.9,1,0,Not Applicable,No,No,ONLINE,86.7,-59.0,0.786,SYNCED,No Alert,2026-07-14,5
8870,2026-07-14 05:43:22,GATE-01,E1011,Security,Morning,06:00:00,14:00:00,Check-In,1011,Yes,400.3,1,0,Not Applicable,No,No,ONLINE,85.9,-53.8,338.723,SYNCED,No Alert,2026-07-14,5
8871,2026-07-14 05:45:00,GATE-02,E1045,Production,Morning,06:00:00,14:00:00,Check-In,1045,Yes,301.2,1,0,Not Applicable,No,No,ONLINE,85.2,-63.1,0.825,SYNCED,No Alert,2026-07-14,5
8872,2026-07-14 05:45:06,GATE-03,E1038,Warehouse,Night,22:00:00,06:00:00,Check-Out,1038,Yes,280.6,1,0,Not Applicable,No,No,ONLINE,84.0,-69.8,338.752,SYNCED,No Alert,2026-07-14,5
8873,2026-07-14 05:45:49,GATE-02,UNVERIFIED,Unknown,Unknown,06:00:00,14:00:00,Check-In/Out Attempt,0,No,244.6,1,1,Not Applicable,No,No,ONLINE,86.1,-56.1,0.839,SYNCED,Unknown Fingerprint,2026-07-14,5
8874,2026-07-14 05:45:52,GATE-02,E1058,Maintenance,Morning,06:00:00,14:00:00,Check-In,1058,Yes,256.6,2,1,Not Applicable,No,No,ONLINE,84.1,-59.5,0.839,SYNCED,No Alert,2026-07-14,5
8875,2026-07-14 05:46:49,GATE-02,E1033,Production,Morning,06:00:00,14:00:00,Check-In,1033,Yes,332.3,1,0,Not Applicable,No,No,ONLINE,87.0,-59.4,0.855,SYNCED,No Alert,2026-07-14,5
8876,2026-07-14 05:47:14,GATE-02,E1028,Production,Morning,06:00:00,14:00:00,Check-In,1028,Yes,435.7,1,0,Not Applicable,No,No,ONLINE,87.6,-62.9,0.862,SYNCED,No Alert,2026-07-14,5
8877,2026-07-14 05:48:08,GATE-02,E1036,Production,Night,22:00:00,06:00:00,Check-Out,1036,Yes,427.2,1,0,Not Applicable,No,No,ONLINE,84.9,-61.6,0.877,SYNCED,No Alert,2026-07-14,5
8878,2026-07-14 05:48:14,GATE-02,E1040,Production,Morning,06:00:00,14:00:00,Check-In,1040,Yes,260.9,1,0,Not Applicable,No,No,ONLINE,83.7,-62.3,0.879,SYNCED,No Alert,2026-07-14,5
8879,2026-07-14 05:53:55,GATE-02,E1005,Production,Morning,06:00:00,14:00:00,Check-In,1005,Yes,337.9,1,0,Not Applicable,No,No,ONLINE,82.8,-66.0,0.974,SYNCED,No Alert,2026-07-14,5
8880,2026-07-14 05:56:13,GATE-01,E1053,Quality Control,Morning,06:00:00,14:00:00,Check-In,1053,Yes,351.8,1,0,Not Applicable,No,No,ONLINE,86.6,-44.7,338.937,SYNCED,No Alert,2026-07-14,5
8881,2026-07-14 05:57:52,GATE-02,E1013,Security,Night,22:00:00,06:00:00,Check-Out,1013,Yes,328.3,1,0,Not Applicable,No,No,ONLINE,85.0,-61.2,1.039,SYNCED,No Alert,2026-07-14,5
8882,2026-07-14 05:58:46,GATE-02,E1022,Production,Night,22:00:00,06:00:00,Check-Out,1022,Yes,315.7,1,0,Not Applicable,No,No,ONLINE,86.9,-64.0,1.055,SYNCED,No Alert,2026-07-14,5
8883,2026-07-14 05:59:19,GATE-03,E1007,Warehouse,Night,22:00:00,06:00:00,Check-Out,1007,Yes,385.2,1,0,Not Applicable,No,No,ONLINE,85.0,-71.9,338.989,SYNCED,No Alert,2026-07-14,5
8884,2026-07-14 06:01:33,GATE-02,E1010,Production,Night,22:00:00,06:00:00,Check-Out,1010,Yes,317.2,1,0,Not Applicable,No,No,ONLINE,85.4,-56.6,1.101,SYNCED,No Alert,2026-07-14,6
8885,2026-07-14 06:01:40,GATE-02,E1059,Production,Morning,06:00:00,14:00:00,Check-In,1059,Yes,340.9,1,0,Not Applicable,No,No,ONLINE,86.0,-64.6,1.103,SYNCED,No Alert,2026-07-14,6
8886,2026-07-14 06:03:45,GATE-02,E1020,Production,Night,22:00:00,06:00:00,Check-Out,1020,Yes,392.3,1,0,Not Applicable,No,No,ONLINE,84.1,-60.8,1.138,SYNCED,No Alert,2026-07-14,6
8887,2026-07-14 06:07:51,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,329.1,1,0,Not Applicable,No,No,ONLINE,85.6,-52.7,339.131,FAILED,Sync Failure,2026-07-14,6
8888,2026-07-14 06:09:19,GATE-02,UNVERIFIED,Unknown,Unknown,22:00:00,06:00:00,Check-In/Out Attempt,0,No,690.6,1,1,Not Applicable,No,No,ONLINE,87.0,-62.0,1.23,SYNCED,Unknown Fingerprint,2026-07-14,6
8889,2026-07-14 06:09:24,GATE-02,E1057,Packing,Night,22:00:00,06:00:00,Check-Out,1057,Yes,390.2,2,1,Not Applicable,No,No,ONLINE,86.9,-59.4,1.232,SYNCED,No Alert,2026-07-14,6
8890,2026-07-14 06:10:23,GATE-02,E1006,Production,Night,22:00:00,06:00:00,Check-Out,1006,Yes,448.4,1,0,Not Applicable,No,No,ONLINE,82.7,-57.2,1.248,SYNCED,No Alert,2026-07-14,6
8891,2026-07-14 06:14:16,GATE-02,E1025,Production,Night,22:00:00,06:00:00,Check-Out,1025,Yes,277.0,1,0,Not Applicable,No,No,ONLINE,84.5,-64.2,1.313,SYNCED,No Alert,2026-07-14,6
8892,2026-07-14 06:15:56,GATE-02,E1049,Production,Night,22:00:00,06:00:00,Check-Out,1049,Yes,341.0,1,0,Not Applicable,No,No,ONLINE,86.1,-62.8,1.341,SYNCED,No Alert,2026-07-14,6
8893,2026-07-14 06:16:24,GATE-02,E1012,Packing,Night,22:00:00,06:00:00,Check-Out,1012,Yes,322.7,1,0,Not Applicable,No,No,ONLINE,86.1,-61.7,1.348,SYNCED,No Alert,2026-07-14,6
8894,2026-07-14 06:17:33,GATE-02,E1023,Packing,Night,22:00:00,06:00:00,Check-Out,1023,Yes,296.3,1,0,Not Applicable,No,No,ONLINE,84.5,-67.1,1.367,SYNCED,No Alert,2026-07-14,6
8895,2026-07-14 06:22:34,GATE-02,E1024,Production,Night,22:00:00,06:00:00,Check-Out,1024,Yes,382.3,1,0,Not Applicable,No,No,ONLINE,83.2,-60.5,1.451,SYNCED,No Alert,2026-07-14,6
8896,2026-07-14 06:22:44,GATE-02,UNVERIFIED,Unknown,Unknown,22:00:00,06:00:00,Check-In/Out Attempt,0,No,685.2,1,1,Not Applicable,No,No,ONLINE,85.3,-56.3,1.454,SYNCED,Unknown Fingerprint,2026-07-14,6
8897,2026-07-14 06:22:47,GATE-02,E1001,Production,Night,22:00:00,06:00:00,Check-Out,1001,Yes,384.1,2,1,Not Applicable,No,No,ONLINE,85.7,-58.0,1.455,SYNCED,No Alert,2026-07-14,6
8898,2026-07-14 06:24:06,GATE-01,E1042,Security,Morning,06:00:00,14:00:00,Check-In,1042,Yes,318.7,1,0,Not Applicable,Yes,No,ONLINE,86.6,-51.1,339.402,SYNCED,Late Arrival,2026-07-14,6
8899,2026-07-14 06:29:56,GATE-02,UNVERIFIED,Unknown,Unknown,06:00:00,14:00:00,Check-In/Out Attempt,0,No,490.1,1,1,Not Applicable,No,No,ONLINE,85.8,-58.4,1.574,SYNCED,Unknown Fingerprint,2026-07-14,6
8900,2026-07-14 06:29:59,GATE-02,E1037,Production,Morning,06:00:00,14:00:00,Check-In,1037,Yes,242.1,2,1,Not Applicable,Yes,No,ONLINE,86.6,-59.2,1.575,SYNCED,Late Arrival,2026-07-14,6
8901,2026-07-14 06:31:55,GATE-03,E1019,Security,Night,22:00:00,06:00:00,Check-Out,1019,Yes,318.5,1,0,Not Applicable,No,No,ONLINE,85.0,-66.2,339.532,FAILED,Sync Failure,2026-07-14,6
8902,2026-07-14 06:34:51,GATE-02,E1044,Maintenance,Night,22:00:00,06:00:00,Check-Out,1044,Yes,327.1,1,0,Not Applicable,No,No,ONLINE,85.9,-60.2,1.656,SYNCED,No Alert,2026-07-14,6
8903,2026-07-14 09:17:36,GATE-01,E1026,Admin/HR,General,09:30:00,18:30:00,Check-In,1026,Yes,283.5,1,0,Not Applicable,No,No,ONLINE,83.8,-44.9,342.294,SYNCED,No Alert,2026-07-14,9
8904,2026-07-14 09:22:53,GATE-01,E1014,Admin/HR,General,09:30:00,18:30:00,Check-In,1014,Yes,307.7,1,0,Not Applicable,No,No,ONLINE,88.2,-50.9,342.382,SYNCED,No Alert,2026-07-14,9
8905,2026-07-14 09:24:52,GATE-01,E1055,Admin/HR,General,09:30:00,18:30:00,Check-In,1055,Yes,462.2,1,0,Not Applicable,No,No,ONLINE,86.4,-42.3,342.415,SYNCED,No Alert,2026-07-14,9
8906,2026-07-14 09:26:37,GATE-01,UNVERIFIED,Unknown,Unknown,09:30:00,18:30:00,Check-In/Out Attempt,0,No,398.8,1,1,Not Applicable,No,No,ONLINE,85.2,-45.2,342.444,SYNCED,Unknown Fingerprint,2026-07-14,9
8907,2026-07-14 09:26:39,GATE-01,E1004,Admin/HR,General,09:30:00,18:30:00,Check-In,1004,Yes,372.4,2,1,Not Applicable,No,No,ONLINE,85.1,-50.1,342.444,SYNCED,No Alert,2026-07-14,9
8908,2026-07-14 09:28:25,GATE-01,E1034,Admin/HR,General,09:30:00,18:30:00,Check-In,1034,Yes,327.9,1,0,Not Applicable,No,No,ONLINE,84.5,-51.9,342.474,SYNCED,No Alert,2026-07-14,9
8909,2026-07-14 13:08:21,HR-ENROLL-01,E1074,Admin/HR,Unknown,Not Scheduled,Not Scheduled,Enrollment,1074,Yes,1107.1,1,0,SUCCESS,No,No,ONLINE,96.7,-44.9,1789.139,SYNCED,No Alert,2026-07-14,13
8910,2026-07-14 13:20:00,GATE-02,E1003,Production,Afternoon,14:00:00,22:00:00,Check-In,1003,Yes,457.1,1,0,Not Applicable,No,No,ONLINE,83.9,-61.1,8.408,SYNCED,No Alert,2026-07-14,13
8911,2026-07-14 13:27:10,GATE-01,E1039,Quality Control,Afternoon,14:00:00,22:00:00,Check-In,1039,Yes,348.0,1,0,Not Applicable,No,No,ONLINE,85.8,-51.6,346.453,SYNCED,No Alert,2026-07-14,13
8912,2026-07-14 13:27:49,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,339.2,1,0,Not Applicable,No,No,ONLINE,86.5,-61.5,8.539,SYNCED,No Alert,2026-07-14,13
8913,2026-07-14 13:39:20,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-In,1009,Yes,407.5,1,0,Not Applicable,No,No,ONLINE,85.4,-72.2,346.656,SYNCED,No Alert,2026-07-14,13
8914,2026-07-14 13:39:56,GATE-02,UNVERIFIED,Unknown,Unknown,14:00:00,22:00:00,Check-In/Out Attempt,0,No,608.8,1,1,Not Applicable,No,No,ONLINE,85.5,-58.6,8.74,SYNCED,Unknown Fingerprint,2026-07-14,13
